type,title,calories,protein,carbs,fat,ingredients,recipe
Breakfast,Breakfast Special 8889,587,61,77,12,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/breakfast-special-8889
Dinner,Dinner Special 5200,725,67,40,32,"Bread, Peanut Butter, Banana, Fruit Salad, Yogurt, Honey",https://example.com/dinner-special-5200
Lunch,Lunch Special 3743,266,30,71,21,"Eggs, Bacon, Toast, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-3743
Dessert,Dessert Special 2086,488,39,11,18,"Eggs, Bacon, Toast, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-2086
Dessert,Dessert Special 6913,577,45,18,26,"Fish, Quinoa, Spinach, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-6913
Dinner,Dinner Special 4494,698,55,23,39,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/dinner-special-4494
Breakfast,Breakfast Special 113,477,27,31,26,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/breakfast-special-113
Breakfast,Breakfast Special 4895,532,63,18,35,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/breakfast-special-4895
Dessert,Dessert Special 7722,450,29,69,30,"Bread, Peanut Butter, Banana, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-7722
Snack,Snack Special 8124,785,35,45,29,"Pasta, Tomato Sauce, Cheese, Smoothie, Berries, Almond Milk",https://example.com/snack-special-8124
Lunch,Lunch Special 366,475,44,30,27,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/lunch-special-366
Snack,Snack Special 6304,819,27,6,38,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/snack-special-6304
Snack,Snack Special 878,747,14,38,2,"Smoothie, Berries, Almond Milk, Chicken, Rice, Vegetables",https://example.com/snack-special-878
Dessert,Dessert Special 745,653,66,7,30,"Beef, Potatoes, Peas, Fruit Salad, Yogurt, Honey",https://example.com/dessert-special-745
Snack,Snack Special 8647,798,24,34,16,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/snack-special-8647
Breakfast,Breakfast Special 3869,527,14,35,33,"Fruit Salad, Yogurt, Honey, Eggs, Bacon, Toast",https://example.com/breakfast-special-3869
Snack,Snack Special 6809,272,34,62,16,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/snack-special-6809
Dessert,Dessert Special 1522,353,15,30,29,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/dessert-special-1522
Snack,Snack Special 4562,795,19,19,23,"Fruit Salad, Yogurt, Honey, Fish, Quinoa, Spinach",https://example.com/snack-special-4562
Snack,Snack Special 8424,715,28,60,22,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/snack-special-8424
Lunch,Lunch Special 633,401,11,57,3,"Beef, Potatoes, Peas, Chicken, Rice, Vegetables",https://example.com/lunch-special-633
Dessert,Dessert Special 1322,434,48,13,20,"Smoothie, Berries, Almond Milk, Beef, Potatoes, Peas",https://example.com/dessert-special-1322
Dessert,Dessert Special 6228,210,40,34,8,"Smoothie, Berries, Almond Milk, Beef, Potatoes, Peas",https://example.com/dessert-special-6228
Snack,Snack Special 1283,435,48,50,28,"Pasta, Tomato Sauce, Cheese, Beef, Potatoes, Peas",https://example.com/snack-special-1283
Snack,Snack Special 8375,271,56,55,5,"Fruit Salad, Yogurt, Honey, Eggs, Bacon, Toast",https://example.com/snack-special-8375
Dessert,Dessert Special 1455,837,8,12,21,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/dessert-special-1455
Lunch,Lunch Special 1282,663,29,22,30,"Smoothie, Berries, Almond Milk, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-1282
Dinner,Dinner Special 9394,745,52,76,17,"Smoothie, Berries, Almond Milk, Eggs, Bacon, Toast",https://example.com/dinner-special-9394
Dessert,Dessert Special 4603,426,9,75,15,"Chicken, Rice, Vegetables, Fish, Quinoa, Spinach",https://example.com/dessert-special-4603
Dinner,Dinner Special 3545,187,55,42,36,"Beef, Potatoes, Peas, Pasta, Tomato Sauce, Cheese",https://example.com/dinner-special-3545
Dinner,Dinner Special 9688,543,51,23,3,"Eggs, Bacon, Toast, Fish, Quinoa, Spinach",https://example.com/dinner-special-9688
Snack,Snack Special 1600,506,15,49,31,"Eggs, Bacon, Toast, Pasta, Tomato Sauce, Cheese",https://example.com/snack-special-1600
Breakfast,Breakfast Special 114,181,41,10,11,"Smoothie, Berries, Almond Milk, Bread, Peanut Butter, Banana",https://example.com/breakfast-special-114
Dinner,Dinner Special 3366,222,34,57,12,"Eggs, Bacon, Toast, Bread, Peanut Butter, Banana",https://example.com/dinner-special-3366
Dessert,Dessert Special 6404,732,33,9,28,"Pasta, Tomato Sauce, Cheese, Fish, Quinoa, Spinach",https://example.com/dessert-special-6404
Lunch,Lunch Special 8913,416,39,79,7,"Fruit Salad, Yogurt, Honey, Fish, Quinoa, Spinach",https://example.com/lunch-special-8913
Dessert,Dessert Special 3881,346,48,71,4,"Chicken, Rice, Vegetables, Eggs, Bacon, Toast",https://example.com/dessert-special-3881
Dessert,Dessert Special 8980,689,40,5,30,"Bread, Peanut Butter, Banana, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-8980
Lunch,Lunch Special 8198,889,7,13,17,"Beef, Potatoes, Peas, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-8198
Snack,Snack Special 5750,884,63,60,31,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/snack-special-5750
Snack,Snack Special 9608,775,55,38,37,"Beef, Potatoes, Peas, Chicken, Rice, Vegetables",https://example.com/snack-special-9608
Breakfast,Breakfast Special 6789,222,10,5,33,"Fish, Quinoa, Spinach, Bread, Peanut Butter, Banana",https://example.com/breakfast-special-6789
Dessert,Dessert Special 5937,372,64,25,23,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/dessert-special-5937
Dessert,Dessert Special 858,207,40,73,40,"Fish, Quinoa, Spinach, Beef, Potatoes, Peas",https://example.com/dessert-special-858
Dinner,Dinner Special 5898,430,29,36,18,"Fish, Quinoa, Spinach, Beef, Potatoes, Peas",https://example.com/dinner-special-5898
Lunch,Lunch Special 6839,891,9,24,24,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/lunch-special-6839
Dessert,Dessert Special 9323,152,36,59,3,"Bread, Peanut Butter, Banana, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-9323
Breakfast,Breakfast Special 963,604,5,78,31,"Bread, Peanut Butter, Banana, Pasta, Tomato Sauce, Cheese",https://example.com/breakfast-special-963
Dessert,Dessert Special 1279,712,39,23,37,"Fruit Salad, Yogurt, Honey, Chicken, Rice, Vegetables",https://example.com/dessert-special-1279
Dinner,Dinner Special 1811,895,65,66,19,"Beef, Potatoes, Peas, Fish, Quinoa, Spinach",https://example.com/dinner-special-1811
Breakfast,Breakfast Special 9356,712,41,66,23,"Pasta, Tomato Sauce, Cheese, Eggs, Bacon, Toast",https://example.com/breakfast-special-9356
Lunch,Lunch Special 2270,547,28,71,8,"Fish, Quinoa, Spinach, Beef, Potatoes, Peas",https://example.com/lunch-special-2270
Dinner,Dinner Special 1435,180,17,50,19,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/dinner-special-1435
Snack,Snack Special 375,613,54,26,22,"Chicken, Rice, Vegetables, Bread, Peanut Butter, Banana",https://example.com/snack-special-375
Dessert,Dessert Special 4134,435,30,46,36,"Eggs, Bacon, Toast, Chicken, Rice, Vegetables",https://example.com/dessert-special-4134
Dinner,Dinner Special 4904,646,12,18,11,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/dinner-special-4904
Lunch,Lunch Special 830,199,27,79,28,"Eggs, Bacon, Toast, Bread, Peanut Butter, Banana",https://example.com/lunch-special-830
Lunch,Lunch Special 5008,649,66,68,25,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/lunch-special-5008
Breakfast,Breakfast Special 2297,536,10,51,38,"Fruit Salad, Yogurt, Honey, Eggs, Bacon, Toast",https://example.com/breakfast-special-2297
Snack,Snack Special 834,605,12,23,26,"Pasta, Tomato Sauce, Cheese, Fruit Salad, Yogurt, Honey",https://example.com/snack-special-834
Dessert,Dessert Special 3664,570,28,50,6,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-3664
Dessert,Dessert Special 267,866,25,71,30,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-267
Dessert,Dessert Special 2427,408,8,72,19,"Smoothie, Berries, Almond Milk, Chicken, Rice, Vegetables",https://example.com/dessert-special-2427
Dinner,Dinner Special 6821,601,12,65,18,"Smoothie, Berries, Almond Milk, Bread, Peanut Butter, Banana",https://example.com/dinner-special-6821
Lunch,Lunch Special 2447,331,66,50,23,"Smoothie, Berries, Almond Milk, Beef, Potatoes, Peas",https://example.com/lunch-special-2447
Lunch,Lunch Special 3642,829,58,22,7,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/lunch-special-3642
Dessert,Dessert Special 3659,514,33,60,39,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/dessert-special-3659
Snack,Snack Special 5955,750,47,75,37,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/snack-special-5955
Dinner,Dinner Special 9496,775,41,80,3,"Fruit Salad, Yogurt, Honey, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-9496
Breakfast,Breakfast Special 6131,711,31,40,10,"Fish, Quinoa, Spinach, Eggs, Bacon, Toast",https://example.com/breakfast-special-6131
Lunch,Lunch Special 2322,588,44,74,39,"Smoothie, Berries, Almond Milk, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-2322
Snack,Snack Special 8705,530,42,26,8,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/snack-special-8705
Lunch,Lunch Special 3334,862,43,38,2,"Smoothie, Berries, Almond Milk, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-3334
Dessert,Dessert Special 1833,597,56,12,33,"Chicken, Rice, Vegetables, Bread, Peanut Butter, Banana",https://example.com/dessert-special-1833
Dinner,Dinner Special 7425,269,53,15,23,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/dinner-special-7425
Lunch,Lunch Special 3437,387,66,51,39,"Eggs, Bacon, Toast, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-3437
Breakfast,Breakfast Special 9428,667,29,34,32,"Pasta, Tomato Sauce, Cheese, Eggs, Bacon, Toast",https://example.com/breakfast-special-9428
Dessert,Dessert Special 8213,777,12,37,12,"Bread, Peanut Butter, Banana, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-8213
Lunch,Lunch Special 2030,709,28,13,17,"Fish, Quinoa, Spinach, Beef, Potatoes, Peas",https://example.com/lunch-special-2030
Dessert,Dessert Special 5079,647,22,31,33,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/dessert-special-5079
Snack,Snack Special 6451,195,42,56,40,"Smoothie, Berries, Almond Milk, Fish, Quinoa, Spinach",https://example.com/snack-special-6451
Snack,Snack Special 8282,445,24,60,14,"Pasta, Tomato Sauce, Cheese, Chicken, Rice, Vegetables",https://example.com/snack-special-8282
Dinner,Dinner Special 6594,271,12,33,24,"Pasta, Tomato Sauce, Cheese, Eggs, Bacon, Toast",https://example.com/dinner-special-6594
Dessert,Dessert Special 4261,239,19,61,30,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-4261
Breakfast,Breakfast Special 3453,702,28,38,2,"Fruit Salad, Yogurt, Honey, Fish, Quinoa, Spinach",https://example.com/breakfast-special-3453
Breakfast,Breakfast Special 2346,287,70,65,2,"Fish, Quinoa, Spinach, Bread, Peanut Butter, Banana",https://example.com/breakfast-special-2346
Dessert,Dessert Special 136,320,39,12,6,"Bread, Peanut Butter, Banana, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-136
Snack,Snack Special 4477,216,16,76,4,"Smoothie, Berries, Almond Milk, Chicken, Rice, Vegetables",https://example.com/snack-special-4477
Dessert,Dessert Special 7471,450,43,68,7,"Eggs, Bacon, Toast, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-7471
Lunch,Lunch Special 2197,692,68,43,8,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/lunch-special-2197
Dinner,Dinner Special 4830,731,57,19,38,"Smoothie, Berries, Almond Milk, Fruit Salad, Yogurt, Honey",https://example.com/dinner-special-4830
Snack,Snack Special 2665,185,65,43,39,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/snack-special-2665
Snack,Snack Special 1757,271,37,30,36,"Pasta, Tomato Sauce, Cheese, Bread, Peanut Butter, Banana",https://example.com/snack-special-1757
Lunch,Lunch Special 6247,262,49,62,34,"Fish, Quinoa, Spinach, Bread, Peanut Butter, Banana",https://example.com/lunch-special-6247
Breakfast,Breakfast Special 7504,213,34,29,19,"Pasta, Tomato Sauce, Cheese, Beef, Potatoes, Peas",https://example.com/breakfast-special-7504
Breakfast,Breakfast Special 2480,325,43,44,32,"Beef, Potatoes, Peas, Fish, Quinoa, Spinach",https://example.com/breakfast-special-2480
Breakfast,Breakfast Special 7686,549,11,12,17,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/breakfast-special-7686
Breakfast,Breakfast Special 3454,416,5,15,30,"Fish, Quinoa, Spinach, Smoothie, Berries, Almond Milk",https://example.com/breakfast-special-3454
Lunch,Lunch Special 9687,701,46,33,27,"Bread, Peanut Butter, Banana, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-9687
Breakfast,Breakfast Special 3781,592,63,21,19,"Beef, Potatoes, Peas, Bread, Peanut Butter, Banana",https://example.com/breakfast-special-3781
Breakfast,Breakfast Special 4140,435,30,25,6,"Fish, Quinoa, Spinach, Fruit Salad, Yogurt, Honey",https://example.com/breakfast-special-4140
Lunch,Lunch Special 5864,492,26,51,40,"Fruit Salad, Yogurt, Honey, Chicken, Rice, Vegetables",https://example.com/lunch-special-5864
Dinner,Dinner Special 7160,270,18,14,20,"Fruit Salad, Yogurt, Honey, Bread, Peanut Butter, Banana",https://example.com/dinner-special-7160
Dessert,Dessert Special 2293,201,12,66,9,"Eggs, Bacon, Toast, Fish, Quinoa, Spinach",https://example.com/dessert-special-2293
Snack,Snack Special 8516,479,6,28,34,"Beef, Potatoes, Peas, Eggs, Bacon, Toast",https://example.com/snack-special-8516
Dinner,Dinner Special 974,771,38,40,28,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/dinner-special-974
Lunch,Lunch Special 4812,615,11,70,24,"Smoothie, Berries, Almond Milk, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-4812
Dessert,Dessert Special 8501,786,44,70,32,"Fish, Quinoa, Spinach, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-8501
Dinner,Dinner Special 2200,810,31,11,9,"Pasta, Tomato Sauce, Cheese, Fish, Quinoa, Spinach",https://example.com/dinner-special-2200
Lunch,Lunch Special 3453,514,70,77,37,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/lunch-special-3453
Dessert,Dessert Special 1167,169,70,5,30,"Smoothie, Berries, Almond Milk, Chicken, Rice, Vegetables",https://example.com/dessert-special-1167
Snack,Snack Special 9292,552,59,32,7,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/snack-special-9292
Breakfast,Breakfast Special 6200,265,68,35,10,"Smoothie, Berries, Almond Milk, Beef, Potatoes, Peas",https://example.com/breakfast-special-6200
Breakfast,Breakfast Special 5310,545,31,78,39,"Fruit Salad, Yogurt, Honey, Pasta, Tomato Sauce, Cheese",https://example.com/breakfast-special-5310
Lunch,Lunch Special 1142,811,53,53,9,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/lunch-special-1142
Lunch,Lunch Special 9723,691,31,25,14,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/lunch-special-9723
Dinner,Dinner Special 144,750,59,65,8,"Smoothie, Berries, Almond Milk, Beef, Potatoes, Peas",https://example.com/dinner-special-144
Snack,Snack Special 4486,537,47,44,32,"Eggs, Bacon, Toast, Pasta, Tomato Sauce, Cheese",https://example.com/snack-special-4486
Lunch,Lunch Special 1261,867,69,35,11,"Fish, Quinoa, Spinach, Smoothie, Berries, Almond Milk",https://example.com/lunch-special-1261
Dinner,Dinner Special 1332,542,47,50,1,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/dinner-special-1332
Snack,Snack Special 4011,612,31,14,24,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/snack-special-4011
Breakfast,Breakfast Special 4446,171,39,18,9,"Smoothie, Berries, Almond Milk, Bread, Peanut Butter, Banana",https://example.com/breakfast-special-4446
Lunch,Lunch Special 8983,850,6,66,19,"Pasta, Tomato Sauce, Cheese, Beef, Potatoes, Peas",https://example.com/lunch-special-8983
Dinner,Dinner Special 3722,179,59,13,7,"Eggs, Bacon, Toast, Pasta, Tomato Sauce, Cheese",https://example.com/dinner-special-3722
Breakfast,Breakfast Special 7501,617,22,71,3,"Pasta, Tomato Sauce, Cheese, Smoothie, Berries, Almond Milk",https://example.com/breakfast-special-7501
Dessert,Dessert Special 1023,431,21,58,39,"Pasta, Tomato Sauce, Cheese, Bread, Peanut Butter, Banana",https://example.com/dessert-special-1023
Dessert,Dessert Special 5675,845,26,45,32,"Fruit Salad, Yogurt, Honey, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-5675
Lunch,Lunch Special 3850,531,70,45,28,"Bread, Peanut Butter, Banana, Chicken, Rice, Vegetables",https://example.com/lunch-special-3850
Lunch,Lunch Special 6285,809,60,65,14,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/lunch-special-6285
Lunch,Lunch Special 3330,763,43,52,16,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/lunch-special-3330
Dinner,Dinner Special 1185,225,55,40,24,"Pasta, Tomato Sauce, Cheese, Bread, Peanut Butter, Banana",https://example.com/dinner-special-1185
Dessert,Dessert Special 3783,843,44,72,16,"Pasta, Tomato Sauce, Cheese, Fruit Salad, Yogurt, Honey",https://example.com/dessert-special-3783
Dinner,Dinner Special 4214,819,20,10,28,"Fish, Quinoa, Spinach, Beef, Potatoes, Peas",https://example.com/dinner-special-4214
Breakfast,Breakfast Special 6830,694,17,11,31,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/breakfast-special-6830
Lunch,Lunch Special 7960,391,41,52,23,"Fruit Salad, Yogurt, Honey, Smoothie, Berries, Almond Milk",https://example.com/lunch-special-7960
Dessert,Dessert Special 3611,896,36,43,14,"Fruit Salad, Yogurt, Honey, Eggs, Bacon, Toast",https://example.com/dessert-special-3611
Lunch,Lunch Special 6381,315,63,11,7,"Smoothie, Berries, Almond Milk, Chicken, Rice, Vegetables",https://example.com/lunch-special-6381
Snack,Snack Special 920,355,29,52,24,"Eggs, Bacon, Toast, Chicken, Rice, Vegetables",https://example.com/snack-special-920
Dessert,Dessert Special 2134,701,12,33,9,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/dessert-special-2134
Lunch,Lunch Special 6965,544,30,44,8,"Pasta, Tomato Sauce, Cheese, Chicken, Rice, Vegetables",https://example.com/lunch-special-6965
Dessert,Dessert Special 9942,246,64,78,6,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/dessert-special-9942
Dessert,Dessert Special 8844,784,52,20,40,"Fruit Salad, Yogurt, Honey, Chicken, Rice, Vegetables",https://example.com/dessert-special-8844
Snack,Snack Special 1516,512,24,31,11,"Bread, Peanut Butter, Banana, Smoothie, Berries, Almond Milk",https://example.com/snack-special-1516
Breakfast,Breakfast Special 5471,425,17,62,32,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/breakfast-special-5471
Snack,Snack Special 6162,869,27,56,28,"Smoothie, Berries, Almond Milk, Fish, Quinoa, Spinach",https://example.com/snack-special-6162
Breakfast,Breakfast Special 2863,186,25,62,26,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/breakfast-special-2863
Dessert,Dessert Special 3991,478,48,15,26,"Eggs, Bacon, Toast, Chicken, Rice, Vegetables",https://example.com/dessert-special-3991
Breakfast,Breakfast Special 4975,699,9,49,7,"Fish, Quinoa, Spinach, Eggs, Bacon, Toast",https://example.com/breakfast-special-4975
Dessert,Dessert Special 2889,639,10,76,34,"Pasta, Tomato Sauce, Cheese, Chicken, Rice, Vegetables",https://example.com/dessert-special-2889
Lunch,Lunch Special 2871,619,65,28,32,"Eggs, Bacon, Toast, Smoothie, Berries, Almond Milk",https://example.com/lunch-special-2871
Dinner,Dinner Special 1513,217,23,61,22,"Beef, Potatoes, Peas, Fish, Quinoa, Spinach",https://example.com/dinner-special-1513
Breakfast,Breakfast Special 3139,244,13,44,4,"Bread, Peanut Butter, Banana, Chicken, Rice, Vegetables",https://example.com/breakfast-special-3139
Dinner,Dinner Special 6458,850,60,40,8,"Fish, Quinoa, Spinach, Fruit Salad, Yogurt, Honey",https://example.com/dinner-special-6458
Dessert,Dessert Unique 6669,159,11,40,21,"Smoothie, Berries, Almond Milk, Bread, Peanut Butter, Banana",https://example.com/dessert-unique-6669
Dinner,Dinner Special 4897,487,13,25,7,"Pasta, Tomato Sauce, Cheese, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-4897
Snack,Snack Special 3916,425,19,59,9,"Fruit Salad, Yogurt, Honey, Chicken, Rice, Vegetables",https://example.com/snack-special-3916
Dessert,Dessert Special 6136,646,58,75,32,"Fish, Quinoa, Spinach, Fruit Salad, Yogurt, Honey",https://example.com/dessert-special-6136
Lunch,Lunch Special 290,850,6,48,10,"Fish, Quinoa, Spinach, Smoothie, Berries, Almond Milk",https://example.com/lunch-special-290
Snack,Snack Special 9018,200,39,36,26,"Fruit Salad, Yogurt, Honey, Pasta, Tomato Sauce, Cheese",https://example.com/snack-special-9018
Dessert,Dessert Special 4563,626,50,25,10,"Pasta, Tomato Sauce, Cheese, Fish, Quinoa, Spinach",https://example.com/dessert-special-4563
Dessert,Dessert Special 6456,848,55,33,15,"Pasta, Tomato Sauce, Cheese, Bread, Peanut Butter, Banana",https://example.com/dessert-special-6456
Lunch,Lunch Special 7457,611,21,11,4,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/lunch-special-7457
Lunch,Lunch Special 8385,182,64,37,36,"Eggs, Bacon, Toast, Chicken, Rice, Vegetables",https://example.com/lunch-special-8385
Snack,Snack Special 8158,221,11,21,1,"Pasta, Tomato Sauce, Cheese, Bread, Peanut Butter, Banana",https://example.com/snack-special-8158
Dessert,Dessert Special 2367,869,8,26,30,"Bread, Peanut Butter, Banana, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-2367
Dessert,Dessert Special 3254,471,35,44,30,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-3254
Lunch,Lunch Special 6239,610,67,68,33,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/lunch-special-6239
Dessert,Dessert Special 1277,177,12,41,34,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/dessert-special-1277
Breakfast,Breakfast Special 2580,485,10,32,27,"Chicken, Rice, Vegetables, Bread, Peanut Butter, Banana",https://example.com/breakfast-special-2580
Snack,Snack Unique 5757,626,15,46,16,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/snack-unique-5757
Dessert,Dessert Special 6381,571,61,59,15,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/dessert-special-6381
Dessert,Dessert Special 7694,497,70,71,12,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/dessert-special-7694
Dinner,Dinner Special 6476,542,48,60,36,"Fruit Salad, Yogurt, Honey, Bread, Peanut Butter, Banana",https://example.com/dinner-special-6476
Snack,Snack Special 2640,577,65,18,19,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/snack-special-2640
Dinner,Dinner Special 7784,774,29,9,34,"Pasta, Tomato Sauce, Cheese, Fruit Salad, Yogurt, Honey",https://example.com/dinner-special-7784
Dinner,Dinner Special 1362,871,59,45,38,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/dinner-special-1362
Breakfast,Breakfast Special 1266,792,49,64,11,"Smoothie, Berries, Almond Milk, Fruit Salad, Yogurt, Honey",https://example.com/breakfast-special-1266
Dinner,Dinner Special 4210,311,45,59,6,"Pasta, Tomato Sauce, Cheese, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-4210
Snack,Snack Special 8437,163,23,7,39,"Eggs, Bacon, Toast, Smoothie, Berries, Almond Milk",https://example.com/snack-special-8437
Dessert,Dessert Special 1249,787,58,43,11,"Bread, Peanut Butter, Banana, Chicken, Rice, Vegetables",https://example.com/dessert-special-1249
Dessert,Dessert Special 3957,862,60,58,31,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/dessert-special-3957
Lunch,Lunch Special 1626,609,27,72,17,"Pasta, Tomato Sauce, Cheese, Fish, Quinoa, Spinach",https://example.com/lunch-special-1626
Lunch,Lunch Special 7818,288,64,45,22,"Beef, Potatoes, Peas, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-7818
Snack,Snack Special 1901,705,47,71,19,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/snack-special-1901
Dinner,Dinner Special 6326,774,10,8,17,"Fish, Quinoa, Spinach, Beef, Potatoes, Peas",https://example.com/dinner-special-6326
Dinner,Dinner Special 8251,814,21,42,39,"Eggs, Bacon, Toast, Fish, Quinoa, Spinach",https://example.com/dinner-special-8251
Breakfast,Breakfast Special 3300,166,25,38,20,"Fruit Salad, Yogurt, Honey, Smoothie, Berries, Almond Milk",https://example.com/breakfast-special-3300
Dessert,Dessert Special 4137,615,51,57,20,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/dessert-special-4137
Snack,Snack Special 1626,821,35,24,29,"Pasta, Tomato Sauce, Cheese, Chicken, Rice, Vegetables",https://example.com/snack-special-1626
Snack,Snack Special 8457,155,47,29,32,"Beef, Potatoes, Peas, Fruit Salad, Yogurt, Honey",https://example.com/snack-special-8457
Snack,Snack Special 2309,595,38,42,33,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/snack-special-2309
Dessert,Dessert Special 7598,166,65,20,4,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/dessert-special-7598
Dessert,Dessert Special 5949,166,42,22,29,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-5949
Snack,Snack Special 1491,542,16,38,28,"Eggs, Bacon, Toast, Bread, Peanut Butter, Banana",https://example.com/snack-special-1491
Snack,Snack Special 6074,800,28,78,9,"Fish, Quinoa, Spinach, Beef, Potatoes, Peas",https://example.com/snack-special-6074
Dinner,Dinner Special 9856,835,67,43,20,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-9856
Dessert,Dessert Special 7508,613,60,80,26,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-7508
Dinner,Dinner Special 3243,254,39,43,12,"Fish, Quinoa, Spinach, Eggs, Bacon, Toast",https://example.com/dinner-special-3243
